"id","item_name","short_description","item_tags","created_at"
"2156","ThopterG-Suit Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2157","Thufir's Best","An assassin's rifle that fires poisonous darts at long range.","[""Items.Holsters.RangedWeapons.Light.Rifle.SpitDart"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2158","Thufir's Best Schematic","Schematic for an assassin's rifle that fires poisonous darts at long range.","[""Items.Schematics.RangedWeapons.Light.Rifle"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2159","Thumper","","[]","2026-02-25 21:38:24.494667+00"
"2160","Titanium Ore","Refine in a Medium Ore Refinery.","[""Items.RawResources.Metal"",""LootTier.6""]","2026-02-25 21:38:24.494667+00"
"2161","Tleilaxu Datapad","A datapad written in a strange language.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2162","Tleilaxu Eyes","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2163","Tleilaxu Eyes","Contract Item","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2164","Toolbox","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2165","Tradepost Delivery","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2166","Transceiver","EMPTY SOURCE STRING","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2167","Transport Ornithopter  Schematic","Schematic for a Carrier Ornithopter","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2168","Transport Ornithopter Chassis 7","Defines the fuel capacity of the vehicle.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2169","Transport Ornithopter Engine 7","Defines the maximum speed of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2170","Transport Ornithopter Generator 7","Defines power efficiency and controls temperature.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2171","Transport Ornithopter Harness","Harness attachment for the Carrier Ornithopter","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2172","Transport Ornithopter Main Hull 7","Comes with seats for the pilot and five passengers.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2173","Transport Ornithopter Shield","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2174","Transport Ornithopter Shield Generator 7","Adds a shield ability to the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2175","Transport Ornithopter Side Hull 7","Adds a protective layer to the sides of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2176","Transport Ornithopter Tail Hull 7","Adds a protective layer to the rear of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2177","Transport Ornithopter Thruster 7","Adds a thrust ability to the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2178","Transport Ornithopter Wing 7","Influences the flying capabilities of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2179","Transport Thopter Shield Module Schematic","A shield module for a CHOAM Transport Thopter","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2180","Transport Thopter Tail Schematic","Standard tail hull for a CHOAM Transport Thopter","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2181","Transport Thopter Thruster Schematic","A thruster module for a CHOAM Transport Thopter","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2182","Tri-Forged Hydraulic Piston","A crafting component found in the Deep Desert.","[""Items.CraftedResources"",""LootTier.6"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2183","Tri-Forged Hydraulic Piston Schematic","N/A","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2184","Trooper Armor Set","Armor Container.","[""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2185","Trooper Heavy Armor Set Schematic","A schematic set for the Trooper Unique Armor","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2186","Trooper's Fatigues Boots","A Unique Trooper's Fatigues Boots.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2187","Trooper's Fatigues Chest","A Unique Trooper's Fatigues Chest.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2188","Trooper's Fatigues Gauntlets","A Unique Trooper's Fatigues Gauntlets.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2189","Trooper's Fatigues Helmet","A Unique Trooper's Fatigues Helmet.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2190","Trooper's Fatigues Leggings","A Unique Trooper's Fatigues Leggings.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2191","Trout Leather Delivery","","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2192","Unfixed Crysknife","A blade made from a sandworm's tooth.","[""Items.Holsters.MeleeWeapons.Knife.Kindjal"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ActorBoundItem""]","2026-02-25 21:38:24.494667+00"
"2193","Unique Maula Pistol Schematic","Schematic for a Unique Maula Pistol","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2194","Unmarked Package","A very well-wrapped package of unknown contents.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2195","Upgraded Regis Spice Container","Adds spice harvesting container to the Sandcrawler.","[""Items.Holsters.Deployables.VehicleBase.SandcrawlerCHOAM"",""LootTier.6"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2196","Upgraded Regis Spice Container Schematic","Schematic for a <Unique>Unique</> spice harvesting container to the Sandcrawler.","[""Items.Schematics.Deployables.VehicleBase.SandcrawlerCHOAM"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2197","Upgraded Regis Spice Header","Adds a spice harvesting header to the Sandcrawler.","[""Items.Holsters.Deployables.VehicleBase.SandcrawlerCHOAM"",""Items.ExcludeFromExchange"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2198","UrbanArtisan Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2199","Vaporizer","An advanced flamethrower with a large nozzle.","[""Items.Holsters.RangedWeapons.Heavy.Flamethrower"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2200","Vaporizer Schematic","Schematic for an advanced flamethrower with a large nozzle.","[""Items.Schematics.RangedWeapons.Exotic"",""LootTier.6"",""Rarity.Rare"",""LootPool.5""]","2026-02-25 21:38:24.494667+00"
"2201","Vase","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2202","Vehicle Backup Tool","Store and restore your Sandbike or Scout Ornithopter.","[""Items.Holsters.UtilityTools.Repair"",""LootTier.1"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2203","Vehicle Keycode: Atreides","Atreides Vehicle Keycode","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2204","Vehicle Keycode: Harkonnen","Harkonnen Vehicle Keycode","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2205","Veil of the Sisterhood","A Unique Bene Gesserit Hood.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2206","Vertical Pentashield","Blocks entry for those without permission","[""Items.Consumables.BuildableSets"",""LootTier.3"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2207","Vertical Staking Unit","Device to extend the land of the base vertically.","[""Items.Holsters.BuildingTools"",""LootTier.3"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2208","Villari's Stillsuit Boots","Stillsuit boots designed for water retention.","[""Items.Clothes.Stillsuit.Feet"",""LootTier.6"",""Rarity.Rare"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2209","Villari's Stillsuit Boots Schematic","Schematic for stillsuit boots designed for water retention.","[""Items.Schematics.Clothes.Stillsuit"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2210","Villari's Stillsuit Garment","A stillsuit garment designed for water retention.","[""Items.Clothes.Stillsuit.Torso"",""LootTier.6"",""Rarity.Rare"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2211","Villari's Stillsuit Garment Schematic","Schematic for a stillsuit garment designed for water retention.","[""Items.Schematics.Clothes.Stillsuit"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2212","Villari's Stillsuit Gloves","Stillsuit gloves designed for water retention.","[""Items.Clothes.Stillsuit.Hands"",""LootTier.6"",""Rarity.Rare"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2213","Villari's Stillsuit Gloves Schematic","Schematic for stillsuit gloves designed for water retention.","[""Items.Schematics.Clothes.Stillsuit"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2214","Villari's Stillsuit Mask","A stillsuit mask designed for water retention.","[""Items.Clothes.Stillsuit.Head"",""LootTier.6"",""Rarity.Rare"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2215","Villari's Stillsuit Mask Schematic","Schematic for a stillsuit mask designed for water retention.","[""Items.Schematics.Clothes.Stillsuit"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2216","Walker Sandcrawler Engine Mk6","A fast engine for the slow sandcrawler","[""Items.Holsters.Deployables.VehicleBase.SandcrawlerCHOAM"",""LootTier.6"",""Rarity.Rare"",""Items.ExcludeFromExchange"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2217","Walker Sandcrawler Engine Mk6 Schematic","Schematic for a fast engine for the slow sandcrawler.","[""Items.Schematics.Deployables.VehicleBase.SandcrawlerCHOAM"",""LootTier.6"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2218","Wall Art","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2219","Water Cistern Patent","Stores water for use in base systems","[""Items.Consumables.BuildableSets"",""LootTier.1"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2220","Water Pitcher","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2221","Water Production Records","A ledger of names and numbers","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2222","Water Shipper's Dew Reaper","A dew reaper with increased yield.","[""Items.Holsters.HydrationTools"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Rarity.Memento"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2223","Water Storage Set Patent","A set of structures focused on water storage","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2224","Way of the Desert","A modified maula pistol with an automatic spring mechanism.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2225","Way of the Desert Schematic","Schematic for a modified maula pistol with an automatic spring mechanism.","[""Items.Schematics.RangedWeapons.Light.Pistol"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2226","Way of the Fallen","A modified maula pistol with an automatic spring mechanism.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.1"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2227","Way of the Fallen Schematic","Schematic for a modified maula pistol with an automatic spring mechanism.","[""Items.Schematics.RangedWeapons.Light.Pistol"",""LootTier.1"",""Rarity.Rare"",""LootPool.5""]","2026-02-25 21:38:24.494667+00"
"2228","Way of the Fighter","A modified maula pistol with an automatic spring mechanism.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.4"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2229","Way of the Fighter Schematic","Schematic for a modified maula pistol with an automatic spring mechanism.","[""Items.Schematics.RangedWeapons.Light.Pistol"",""LootTier.4"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2230","Way of the Lost","A modified maula pistol with an automatic spring mechanism.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.3"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2231","Way of the Lost Schematic","Schematic for a modified maula pistol with an automatic spring mechanism.","[""Items.Schematics.RangedWeapons.Light.Pistol"",""LootTier.3"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2232","Way of the Misr","A modified maula pistol with an automatic spring mechanism.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2233","Way of the Misr Schematic","Schematic for a modified maula pistol with an automatic spring mechanism.","[""Items.Schematics.RangedWeapons.Light.Pistol"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
